249|686
250|8977
251|8268
252|234
253|4051
254|8776
255|8528
256|8716
257|4265
258|8835
259|710
260|8711
261|4708
262|352
263|32120
264|391
265|12604
266|224
267|4410
268|4017
269|12390
270|8010
271|12710
272|869
273|13
274|12311
275|8942
276|4463
277|4419
278|4622
279|8551
280|8750
281|12406
282|375
283|4866
284|479
285|8565
286|197
287|4807
288|8213
289|4706
290|8310
291|4381
292|12945
293|4584
294|4894
295|358
296|4111
297|8175
298|12969
299|921
300|8313
301|489
302|8158
303|12157
304|4051
305|4342
306|4937
307|8629
308|4825
309|604
310|4543
311|12174
312|393
313|12417
314|173
315|4111
316|4868
317|4785
318|566
319|370
320|925
321|12182
322|845
323|11
324|324
325|344
326|658
327|8423
328|12604
329|12178
330|8438
331|4424
332|4330
333|401
334|4649
335|12307
336|12604
337|4903
338|8169
339|12897
340|855
341|12444
342|8512
343|8492
344|12615
345|8303
346|728
347|12944
348|8323
349|4680
350|8716
351|145
352|957
353|8680
354|8772
355|608
356|911
357|8420
358|8695
359|8765
360|663
361|4861
362|122
363|8469
364|8558
365|4954
366|12624
367|26
368|12889
369|527
370|707
371|489
372|8646
373|8430
374|245
375|32329
376|74
377|12250
378|350
379|4217
380|8742
381|12726
382|812
383|12904
384|12740
385|4416
386|982
387|8997
388|12810
389|4122
390|12132
391|12350
392|598
393|4899
394|8248
395|4015
396|12689
397|8215
398|515
399|12331
400|320
401|12010
402|8237
403|149
404|8205
405|4526
406|4686
407|12567
408|8066
409|12507
410|8221
411|8609
412|885
413|4284
414|134
415|12158
416|4299
417|12670
418|317
419|8602
420|294
421|4080
422|60
423|8037
424|205
425|12441
426|92
427|4857
428|8782
429|4726
430|12893
431|8927
432|4378
433|634
434|8092
435|12497
436|12048
437|8551
438|8988
439|12013
440|12669
441|4715
442|8130
443|8619
444|12375
445|12173
446|12237
447|285
448|8291
449|4204
450|838
451|4422
452|8011
453|8987
454|4943
455|393
456|12740
457|8718
458|12707
459|4300
460|12517
461|503
462|4926
463|12242
464|141
465|8596
466|12355
467|4432
468|4241
469|4065
470|953
471|4636
472|8880
473|12965
474|231
475|400
476|55
477|8030
478|4883
479|280
480|8219
481|71
482|27
483|906
484|4408
485|12536
486|4547
487|8729
488|12335
489|4250
490|8658
491|4330
492|8504
493|309
494|12474
495|4454
496|4745
497|8766
498|993
499|8330
500|4338
501|4874
502|4773
503|975
504|999
505|12218
506|8382
507|8932
508|272
509|8729
510|8802
511|147
512|8486
513|8230
514|4787
515|911
516|12510
517|8306
518|860
519|12923
520|4212
521|12104
522|4936
523|12816
524|8799
525|896
526|4264
527|8068
528|8712
529|4141
530|34
531|8076
532|4866
533|446
534|8293
535|8462
536|12478
537|4833
538|12665
539|12959
540|4717
541|557
542|4194
543|4551
544|116
545|8640
546|4943
547|4664
548|150
549|12233
550|827
551|12409
552|112
553|8952
554|12409
555|8947
556|8884
557|175
558|333
559|4322
560|12689
561|8980
562|433
563|12874
564|12809
565|4041
566|12341
567|8321
568|8846
569|12177
570|8069
571|32789
572|12842
573|4373
574|901
575|12440
576|8974
577|8019
578|12082
579|608
580|305
581|12677
582|587
583|650
584|128
585|4530
586|8447
587|4779
588|8309
589|4286
590|767
591|12435
592|8027
593|751
594|12321
595|12579
596|8964
597|345
598|8420
599|8263
600|4251
601|12
602|984
603|4022
604|8962
605|8015
606|259
607|583
608|931
609|180
610|8449
611|12504
612|4920
613|8923
614|12856
615|8107
616|4854
617|200
618|4132
619|12185
620|882
621|12312
622|4479
623|8
624|175
625|4472
626|4593
627|8223
628|8517
629|12233
630|4313
631|4295
632|12924
633|8222
634|651
635|4317
636|995
637|4677
638|8015
639|4154
640|874
641|12852
642|8325
643|4834
644|8017
645|4008
646|8799
647|8873
648|4458
649|8785
650|12660
651|12426
652|12737
653|8212
654|4861
655|12914
656|12214
657|4737
658|8368
659|825
660|430
661|4109
662|8047
663|8239
664|601
665|4243
666|4297
667|4094
668|4876
669|12977
670|12049
671|8998
672|8008
673|863
674|317
675|12136
676|12324
677|4134
678|4721
679|4794
680|12202
681|8816
682|805
683|12621
684|518
685|8228
686|71
687|25
688|12147
689|12211
690|567
691|8768
692|335
693|4373
694|8842
695|4549
696|44
697|4420
698|8336
699|4945
700|4428
701|4516
702|512
703|12922
704|12622
705|12726
706|12826
707|4773
708|383
709|8434
710|8560
711|8079
712|4731
713|253
714|4623
715|8325
716|595
717|8746
718|12926
719|12233
720|724
721|8140
722|4454
723|751
724|4395
725|8450
726|952
727|8785
728|12200
729|12183
730|647
731|680
732|693
733|12605
734|441
735|104
736|4133
737|12226
738|4453
739|12869
740|268
741|4155
742|8707
743|12225
744|8612
745|4024
746|85
747|12436
748|475
749|12051
750|32786
751|4534
752|8438
753|87
754|8670
755|366
756|994
757|8251
758|652
759|12347
760|8670
761|12582
762|8303
763|12616
764|8393
765|4006
766|842
767|8573
768|4863
769|8132
770|8002
771|4360
772|4570
773|12517
774|8931
775|12025
776|12640
777|8153
778|408
779|8308
780|8656
781|8612
782|12232
783|8243
784|948
785|8914
786|8553
787|375
788|4123
789|4798
790|243
791|12456
792|4122
793|190
794|4197
795|4579
796|8167
797|12014
798|647
799|12
800|4615
801|8466
802|8866
803|12644
804|4805
805|12509
806|814
807|12990
808|4079
809|12331
810|4943
811|16364
812|12573
813|343
814|12916
815|4480
816|12127
817|4343
818|4089
819|740
820|984
821|4586
822|8515
823|8288
824|4672
825|8983
826|4539
827|4103
828|12524
829|8759
830|4547
831|8848
832|4372
833|12507
834|4313
835|12419
836|12980
837|8503
838|12648
839|4935
840|8615
841|12930
842|4168
843|8543
844|8333
845|8791
846|4897
847|8588
848|8759
849|132
850|4733
851|8193
852|12125
853|859
854|8886
855|790
856|4589
857|4238
858|967
859|4301
860|4268
861|4923
862|8411
863|960
864|534
865|8679
866|8449
867|969
868|4508
869|8150
870|445
871|12376
872|8480
873|12180
874|12901
875|12816
876|8921
877|12693
878|338
879|4484
880|4249
881|303
882|12520
883|12819
884|617
885|8007
886|873
887|8438
888|8735
889|8664
890|12834
891|4536
892|12944
893|4865
894|32139
895|8748
896|8795
897|773
898|8770
899|12455
900|4322
901|12605
902|8455
903|766
904|8183
905|8385
906|12307
907|12383
908|4816
909|4765
910|8407
911|12376
912|8548
913|12858
914|4361
915|4492
916|4082
917|571
918|12023
919|12852
920|4943
921|8297
922|4180
923|449
924|12564
925|4479
926|4478
927|12429
928|4630
929|32805
930|494
931|577
932|12875
933|974
934|551
935|12904
936|32806
937|8313
938|131
939|4365
940|4995
941|4639
942|534
943|897
944|305
945|324
946|4707
947|978
948|96
949|12882
950|12463
951|8308
952|433
953|4475
954|12018
955|8629
956|4034
957|4997
958|8953
959|8925
960|12454
961|8702
962|4548
963|639
964|226
965|8539
966|709
967|175
968|8044
969|396
970|12381
971|99
972|423
973|12307
974|895
975|46
976|18
977|4687
978|885
979|4877
980|539
981|252
982|8507
983|399
984|623
985|12717
986|8834
987|12305
988|4206
989|4589
990|12189
991|4519
992|8478
993|909
994|12085
995|32806
996|12825
997|574
998|12330
999|8583
1000|12865
1001|5324
1002|1873
1003|5185
1004|1451
1005|9302
1006|13984
1007|9880
1008|1795
1009|9459
1010|9693
1011|1591
1012|13640
1013|1440
1014|1006
1015|5393
1016|1642
1017|1426
1018|5740
1019|13908
1020|1279
1021|13887
1022|13686
1023|9169
1024|9135
1025|5737
1026|8335
1027|1414
1028|1291
1029|1162
1030|9084
1031|9038
1032|9206
1033|1994
1034|1438
1035|13295
1036|9983
1037|1296
1038|9675
1039|13786
1040|5142
1041|9980
1042|5034
1043|13932
1044|1560
1045|13271
1046|13652
1047|13428
1048|5257
1049|5788
1050|13718
1051|9681
1052|9635
1053|5040
1054|5280
1055|5927
1056|5522
1057|13398
1058|13312
1059|1528
1060|5547
1061|13133
1062|5532
1063|13785
1064|9628
1065|9584
1066|9821
1067|1468
1068|5614
1069|1755
1070|9304
1071|9284
1072|13670
1073|1352
1074|1831
1075|1802
1076|1408
1077|9416
1078|13863
1079|13941
1080|5941
1081|13836
1082|13996
1083|9277
1084|1108
1085|1371
1086|9419
1087|9910
1088|1988
1089|9517
1090|1121
1091|9084
1092|5825
1093|9741
1094|5195
1095|13177
1096|5418
1097|9447
1098|9911
1099|1762
1100|5103
1101|13983
1102|5048
1103|12232
1104|13818
1105|9865
1106|13753
1107|13366
1108|9120
1109|13862
1110|1013
1111|1345
1112|1435
1113|1013
1114|9021
1115|1688
1116|9817
1117|5298
1118|841
1119|1666
1120|13441
1121|9870
1122|13510
1123|9287
1124|9206
1125|9768
1126|5628
1127|9312
1128|5239
1129|13167
1130|5347
1131|1700
1132|9911
1133|5798
1134|5410
1135|9243
1136|5181
1137|5498
1138|1440
1139|1222
1140|13589
1141|1701
1142|1019
1143|13530
1144|1764
1145|1510
1146|13874
1147|5909
1148|1146
1149|1472
1150|1479
1151|1069
1152|13416
1153|13703
1154|5600
1155|5446
1156|9969
1157|5857
1158|9388
1159|4841
1160|13504
1161|13056
1162|9285
1163|5391
1164|13587
1165|5673
1166|9091
1167|9793
1168|1458
1169|13226
1170|13461
1171|5692
1172|5982
1173|5789
1174|1995
1175|9653
1176|13981
1177|9566
1178|9726
1179|13469
1180|1103
1181|1043
1182|9559
1183|9670
1184|5630
1185|1881
1186|1144
1187|13946
1188|5551
1189|9736
1190|9038
1191|13545
1192|1353
1193|9312
1194|13490
1195|1860
1196|5487
1197|9548
1198|5523
1199|1683
1200|5489
1201|13330
1202|5075
1203|5401
1204|5070
1205|5309
1206|13070
1207|1469
1208|5997
1209|13342
1210|9866
1211|9165
1212|5311
1213|5076
1214|1722
1215|1248
1216|13563
1217|5064
1218|13306
1219|5507
1220|1399
1221|5660
1222|5765
1223|13428
1224|9031
1225|1613
1226|5487
1227|5549
1228|13220
1229|13095
1230|5293
1231|9871
1232|13897
1233|9736
1234|13996
1235|1992
1236|1552
1237|1903
1238|13096
1239|5191
1240|1515
1241|9920
1242|9959
1243|5205
1244|1758
1245|5761
1246|9318
1247|13086
1248|1316
1249|5091
1250|1917
1251|9782
1252|5287
1253|13819
1254|5511
1255|5032
1256|9705
1257|5642
1258|5089
1259|5369
1260|9141
1261|9840
1262|9313
1263|5530
1264|5008
1265|1326
1266|13935
1267|13852
1268|13854
1269|1020
1270|5419
1271|1005
1272|9062
1273|9518
1274|9431
1275|9463
1276|9968
1277|13877
1278|9188
1279|13627
1280|13103
1281|1898
1282|13819
1283|1811
1284|13333
1285|1139
1286|13563
1287|1714
1288|13807
1289|5779
1290|1040
1291|5113
1292|9781
1293|5638
1294|13038
1295|5198
1296|5044
1297|5594
1298|9703
1299|1641
1300|13454
1301|9341
1302|1486
1303|9705
1304|1269
1305|13739
1306|5246
1307|1239
1308|1341
1309|9270
1310|1246
1311|13380
1312|1580
1313|9347
1314|5765
1315|9901
1316|5296
1317|13821
1318|5200
1319|1014
1320|5454
1321|1861
1322|5428
1323|5675
1324|5646
1325|9166
1326|9858
1327|5120
1328|9964
1329|1365
1330|9868
1331|9113
1332|5777
1333|1788
1334|9519
1335|9399
1336|1024
1337|13399
1338|13313
1339|13522
1340|13985
1341|1480
1342|13430
1343|1108
1344|1090
1345|9916
1346|1681
1347|5101
1348|5908
1349|1433
1350|9367
1351|9168
1352|5327
1353|5604
1354|5306
1355|1648
1356|5157
1357|9594
1358|1882
1359|13502
1360|9049
1361|1364
1362|5999
1363|9756
1364|9558
1365|5131
1366|1930
1367|1501
1368|13071
1369|1755
1370|5823
1371|9976
1372|9473
1373|9261
1374|5373
1375|1174
1376|1006
1377|13137
1378|1714
1379|9446
1380|1158
1381|9468
1382|9226
1383|1379
1384|13969
1385|5370
1386|9273
1387|9104
1388|5050
1389|1766
1390|9226
1391|1550
1392|9554
1393|13407
1394|9801
1395|1175
1396|13279
1397|9076
1398|941
1399|5926
1400|9150
1401|9653
1402|1136
1403|8022
1404|13241
1405|5300
1406|13227
1407|1631
1408|1529
1409|1854
1410|5608
1411|13293
1412|13514
1413|13170
1414|1761
1415|1356
1416|5057
1417|1374
1418|9329
1419|9767
1420|5379
1421|13478
1422|5027
1423|9296
1424|13028
1425|13827
1426|5003
1427|13409
1428|1644
1429|1320
1430|1448
1431|5895
1432|9833
1433|5338
1434|13160
1435|13522
1436|13322
1437|13502
1438|1650
1439|5220
1440|13689
1441|13790
1442|13935
1443|13059
1444|1392
1445|9464
1446|5116
1447|1035
1448|13356
1449|5904
1450|13336
1451|9155
1452|1795
1453|1897
1454|5360
1455|9272
1456|1155
1457|1716
1458|9459
1459|13384
1460|1759
1461|9087
1462|1774
1463|1303
1464|5194
1465|13465
1466|1845
1467|13977
1468|1392
1469|5198
1470|5170
1471|5232
1472|1231
1473|1719
1474|5372
1475|13743
1476|9357
1477|1690
1478|1959
1479|5946
1480|9245
1481|9602
1482|5844
1483|5568
1484|9286
1485|29397
1486|5861
1487|1534
1488|1349
1489|5145
1490|9305
1491|1985
1492|9833
1493|5160
1494|5227
1495|29397
1496|9497
1497|5603
1498|1908
1499|5676
1500|1254
1501|5221
1502|13769
1503|1911
1504|9974
1505|1464
1506|9538
1507|13326
1508|12941
1509|5387
1510|13998
1511|5029
1512|13670
1513|5027
1514|5951
1515|1835
1516|13706
1517|13016
1518|5751
1519|1372
1520|5346
1521|5804
1522|1834
1523|9634
1524|1370
1525|5250
1526|9063
1527|13077
1528|1117
1529|9889
1530|5706
1531|9258
1532|9971
1533|1081
1534|1992
1535|13918
1536|13090
1537|5285
1538|5188
1539|13495
1540|9310
1541|13637
1542|5078
1543|5282
1544|13826
1545|1805
1546|1086
1547|1299
1548|13646
1549|5796
1550|1649
1551|5535
1552|13414
1553|5212
1554|1473
1555|5233
1556|5372
1557|9727
1558|13479
1559|1797
1560|1089
1561|13779
1562|9375
1563|13403
1564|1945
1565|1794
1566|5722
1567|1228
1568|5852
1569|9525
1570|9998
1571|5589
1572|1627
1573|5706
1574|13699
1575|9758
1576|5853
1577|9287
1578|5468
1579|9523
1580|9901
1581|1992
1582|5561
1583|9401
1584|5410
1585|1717
1586|9780
1587|1783
1588|5387
1589|13030
1590|9042
1591|9446
1592|13972
1593|9135
1594|9060
1595|9656
1596|1633
1597|9330
1598|1592
1599|5206
1600|1207
1601|5200
1602|5994
1603|9593
1604|1496
1605|1828
1606|13458
1607|5968
1608|9037
1609|13325
1610|1013
1611|9497
1612|5596
1613|13792
1614|9351
1615|5750
1616|5982
1617|1989
1618|9294
1619|13214
1620|5377
1621|9810
1622|9515
1623|5869
1624|9058
1625|1940
1626|9636
1627|13978
1628|13053
1629|9202
1630|5765
1631|9239
1632|5913
1633|1265
1634|5075
1635|5805
1636|1928
1637|9921
1638|1665
1639|1618
1640|13572
1641|5917
1642|5683
1643|9524
1644|9470
1645|9145
1646|1461
1647|13468
1648|5480
1649|9848
1650|9593
1651|5179
1652|5428
1653|13716
1654|1956
1655|9382
1656|9675
1657|13072
1658|5360
1659|1419
1660|5313
1661|5112
1662|9511
1663|13806
1664|1231
1665|5538
1666|9744
1667|13605
1668|13504
1669|9915
1670|5918
1671|9725
1672|5532
1673|13147
1674|13246
1675|1279
1676|9774
1677|5336
1678|1659
1679|5914
1680|5897
1681|9482
1682|1720
1683|13289
1684|1315
1685|1955
1686|1575
1687|13403
1688|9328
1689|5352
1690|5162
1691|1367
1692|13714
1693|1496
1694|1800
1695|13603
1696|1891
1697|1269
1698|5542
1699|13375
1700|5417
1701|1923
1702|9732
1703|13039
1704|13992
1705|1571
1706|9066
1707|5415
1708|9863
1709|5050
1710|13246
1711|1413
1712|1003
1713|5177
1714|9586
1715|13632
1716|9888
1717|1154
1718|9642
1719|5917
1720|9966
1721|13435
1722|1252
1723|1958
1724|13758
1725|1914
1726|5699
1727|13923
1728|9106
1729|1297
1730|13265
1731|9868
1732|1784
1733|13631
1734|5451
1735|13225
1736|1992
1737|1732
1738|5523
1739|1209
1740|9227
1741|9016
1742|1997
1743|5055
1744|13806
1745|13150
1746|13774
1747|9983
1748|13173
1749|13347
1750|13681
1751|1584
1752|5740
1753|13971
1754|9338
1755|12941
1756|1734
1757|1015
1758|13385
1759|9967
1760|1153
1761|1581
1762|5868
1763|5733
1764|9409
1765|5321
1766|9362
1767|9581
1768|13277
1769|13524
1770|13273
1771|1978
1772|5265
1773|13588
1774|9462
1775|9653
1776|5088
1777|13104
1778|1717
1779|9795
1780|1725
1781|9568
1782|1234
1783|1764
1784|1326
1785|1239
1786|5031
1787|5558
1788|5498
1789|1750
1790|9996
1791|5167
1792|13523
1793|16924
1794|9676
1795|13114
1796|1855
1797|5450
1798|9488
1799|5277
1800|13540
1801|1639
1802|5160
1803|9255
1804|9810
1805|9308
1806|5300
1807|1975
1808|1499
1809|13120
1810|9529
1811|5327
1812|9045
1813|5906
1814|1402
1815|5613
1816|1777
1817|9013
1818|5543
1819|1767
1820|5196
1821|13779
1822|1271
1823|1240
1824|1303
1825|13718
1826|13417
1827|1968
1828|1430
1829|9668
1830|9271
1831|13973
1832|1737
1833|1445
1834|1828
1835|9743
1836|13184
1837|13546
1838|13960
1839|1668
1840|13303
1841|9716
1842|13997
1843|941
1844|1349
1845|1240
1846|12335
1847|5403
1848|9179
1849|1090
1850|5102
1851|5844
1852|1731
1853|1323
1854|1220
1855|1597
1856|5765
1857|13822
1858|13435
1859|9387
1860|13077
1861|9497
1862|13762
1863|9529
1864|13269
1865|13019
1866|9795
1867|9630
1868|9585
1869|9651
1870|5129
1871|13189
1872|1072
1873|9254
1874|1195
1875|9601
1876|13644
1877|5251
1878|13046
1879|1454
1880|5396
1881|13069
1882|13625
1883|9241
1884|1071
1885|9787
1886|13723
1887|1914
1888|5154
1889|1406
1890|13518
1891|5946
1892|5653
1893|1464
1894|1509
1895|9658
1896|5095
1897|5581
1898|5043
1899|13004
1900|1241
1901|5224
1902|5250
1903|1357
1904|9895
1905|1964
1906|1574
1907|13334
1908|5050
1909|1448
1910|9927
1911|1220
1912|5944
1913|9756
1914|9944
1915|1651
1916|13778
1917|1834
1918|5379
1919|5492
1920|9374
1921|1827
1922|9996
1923|5263
1924|9235
1925|5567
1926|1814
1927|13579
1928|1454
1929|13981
1930|9049
1931|1776
1932|13478
1933|13899
1934|9120
1935|13609
1936|9575
1937|5237
1938|9529
1939|9337
1940|13910
1941|9996
1942|9941
1943|1212
1944|13286
1945|5590
1946|5421
1947|5938
1948|5409
1949|13078
1950|13825
1951|5417
1952|1847
1953|9503
1954|5389
1955|9968
1956|9703
1957|13976
1958|13606
1959|5352
1960|13705
1961|1232
1962|9484
1963|9436
1964|9956
1965|5030
1966|5367
1967|5018
1968|5924
1969|1841
1970|4232
1971|1134
1972|9824
1973|1989
1974|12700
1975|1002
1976|1099
1977|1883
1978|9850
1979|1063
1980|1166
1981|5533
1982|13714
1983|5353
1984|1938
1985|5935
1986|1886
1987|1906
1988|13315
1989|1270
1990|1963
1991|1492
1992|5384
1993|9091
1994|5279
1995|1972
1996|5909
1997|13739
1998|9616
1999|9404
2000|1360
2001|2910
2002|10969
2003|10823
2004|6220
2005|10820
2006|14326
2007|14525
2008|2035
2009|6685
2010|14907
2011|2220
2012|14307
2013|6051
2014|14049
2015|14159
2016|6796
2017|10008
2018|8088
2019|14888
2020|9612
2021|2718
2022|6423
2023|6811
2024|2020
2025|10376
2026|14480
2027|14275
2028|14198
2029|2320
2030|6642
2031|2587
2032|14304
2033|14358
2034|10273
2035|2391
2036|6655
2037|14733
2038|10547
2039|10849
2040|14355
2041|10539
2042|14559
2043|14355
2044|14048
2045|6806
2046|10761
2047|14309
2048|14597
2049|10062
2050|2926
2051|6386
2052|2792
2053|10847
2054|6905
2055|10365
2056|2761
2057|6473
2058|32027
2059|2933
2060|10552
2061|14133
2062|14149
2063|14818
2064|10492
2065|10866
2066|14328
2067|14900
2068|2756
2069|6175
2070|10145
2071|2340
2072|6086
2073|14913
2074|10328
2075|14247
2076|14297
2077|14362
2078|14798
2079|2133
2080|14209
2081|6410
2082|6681
2083|14328
2084|10340
2085|10711
2086|10440
2087|14189
2088|14116
2089|6774
2090|6332
2091|14378
2092|14282
2093|14172
2094|14136
2095|14810
2096|6200
2097|10312
2098|10564
2099|14181
2100|6235
2101|2229
2102|10941
2103|14331
2104|6315
2105|10488
2106|14016
2107|10745
2108|10952
2109|10301
2110|10842
2111|14025
2112|6829
2113|10482
2114|14800
2115|14341
2116|10421
2117|10605
2118|2425
2119|10138
2120|6505
2121|6450
2122|14026
2123|14621
2124|10635
2125|6543
2126|10119
2127|14208
2128|2481
2129|14940
2130|14610
2131|2761
2132|2560
2133|14223
2134|14685
2135|10763
2136|10483
2137|10655
2138|6308
2139|14442
2140|14829
2141|10326
2142|10334
2143|14538
2144|14831
2145|10215
2146|2374
2147|2738
2148|14398
2149|14529
2150|14820
2151|14950
2152|10439
2153|2280
2154|14640
2155|14818
2156|2483
2157|6347
2158|14163
2159|14282
2160|10902
2161|6710
2162|2584
2163|6106
2164|2847
2165|10485
2166|14810
2167|6274
2168|10919
2169|14674
2170|10702
2171|10539
2172|6005
2173|6187
2174|2437
2175|6965
2176|2493
2177|14674
2178|10681
2179|2845
2180|2319
2181|10044
2182|10620
2183|2077
2184|10313
2185|10026
2186|10118
2187|2765
2188|6456
2189|6232
2190|2057
2191|6058
2192|6702
2193|10598
2194|10690
2195|10519
2196|2333
2197|6987
2198|10920
2199|14478
2200|2512
2201|14636
2202|14214
2203|2467
2204|6746
2205|14120
2206|10067
2207|6485
2208|6172
2209|6122
2210|10653
2211|2156
2212|6264
2213|10586
2214|10313
2215|14191
2216|6915
2217|10805
2218|2884
2219|6313
2220|14600
2221|6162
2222|10111
2223|14499
2224|14444
2225|2563
2226|2088
2227|6545
2228|14700
2229|6232
2230|6205
2231|6169
2232|10639
2233|2971
2234|2592
2235|10014
2236|10255
2237|10973
2238|10058
2239|10089
2240|14802
2241|6330
2242|2645
2243|6366
2244|6941
2245|6469
2246|14070
2247|2588
2248|6968
2249|9722
2250|2171
2251|10111
2252|14170
2253|6859
2254|2196
2255|6393
2256|12143
2257|6096
2258|2531
2259|14511
2260|6208
2261|10969
2262|14003
2263|14924
2264|6325
2265|2524
2266|6316
2267|6761
2268|6630
2269|2229
2270|10662
2271|2891
2272|10600
2273|13705
2274|14585
2275|10531
2276|6417
2277|2185
2278|10768
2279|2210
2280|6572
2281|10846
2282|2930
2283|6121
2284|6004
2285|6371
2286|2906
2287|2452
2288|14347
2289|11000
2290|6508
2291|14240
2292|14929
2293|2880
2294|6165
2295|10182
2296|10709
2297|14734
2298|6862
2299|14326
2300|6178
2301|14900
2302|6512
2303|2709
2304|6061
2305|10918
2306|10084
2307|10872
2308|14718
2309|2714
2310|10927
2311|6819
2312|10123
2313|10442
2314|14081
2315|14876
2316|6730
2317|14797
2318|10072
2319|10229
2320|2712
2321|10147
2322|14346
2323|14214
2324|2492
2325|14324
2326|21705
2327|14179
2328|14202
2329|10281
2330|10494
2331|14293
2332|14905
2333|14353
2334|6517
2335|10750
2336|2025
2337|10580
2338|10723
2339|2275
2340|2176
2341|2199
2342|10774
2343|6212
2344|14610
2345|6715
2346|2660
2347|10648
2348|6306
2349|10933
2350|2442
2351|10547
2352|6883
2353|2229
2354|14187
2355|6895
2356|14178
2357|2213
2358|14943
2359|10597
2360|6692
2361|14293
2362|14478
2363|14938
2364|10008
2365|6815
2366|10646
2367|2538
2368|14283
2369|14533
2370|6393
2371|10652
2372|14840
2373|14791
2374|6360
2375|10196
2376|2705
2377|10698
2378|10983
2379|10677
2380|2880
2381|10987
2382|14330
2383|2401
2384|2624
2385|6147
2386|14449
2387|14471
2388|6501
2389|10307
2390|14559
2391|6926
2392|10279
2393|14819
2394|2525
2395|10127
2396|2973
2397|2711
2398|6576
2399|10336
2400|10485
2401|2041
2402|10849
2403|10480
2404|2015
2405|14402
2406|10727
2407|14976
2408|2365
2409|14713
2410|2834
2411|10490
2412|6294
2413|6365
2414|2755
2415|2581
2416|14500
2417|14520
2418|10724
2419|10748
2420|11000
2421|2880
2422|2989
2423|10895
2424|2584
2425|10543
2426|10450
2427|14182
2428|14340
2429|2519
2430|6812
2431|10411
2432|6564
2433|5967
2434|14175
2435|10181
2436|6386
2437|10422
2438|10957
2439|2408
2440|10874
2441|10474
2442|6156
2443|6144
2444|2460
2445|10703
2446|14323
2447|2619
2448|6181
2449|10049
2450|14607
2451|6159
2452|6570
2453|10220
2454|2356
2455|14495
2456|2734
2457|6994
2458|6043
2459|2593
2460|6882
2461|2778
2462|14025
2463|6739
2464|6572
2465|6719
2466|6785
2467|10458
2468|6800
2469|14426
2470|10758
2471|2674
2472|10628
2473|6306
2474|6314
2475|2439
2476|10184
2477|2281
2478|14146
2479|4065
2480|2382
2481|10264
2482|6818
2483|14828
2484|10797
2485|8143
2486|14473
2487|10358
2488|10556
2489|6033
2490|6865
2491|2816
2492|2997
2493|6575
2494|10683
2495|6581
2496|10021
2497|10614
2498|6923
2499|14297
2500|2171
2501|14889
2502|6635
2503|2726
2504|2205
2505|14701
2506|2378
2507|14594
2508|2087
2509|2623
2510|14762
2511|2297
2512|14406
2513|6982
2514|6173
2515|10106
2516|10054
2517|14224
2518|10246
2519|14151
2520|14975
2521|10168
2522|2589
2523|14578
2524|6022
2525|14020
2526|14442
2527|6156
2528|10572
2529|2395
2530|10479
2531|14323
2532|10034
2533|6368
2534|6281
2535|14788
2536|10995
2537|2613
2538|6376
2539|6962
2540|14466
2541|10936
